,BC5CDR_Terms,BC5CDR_Count,Search_Term,Content_Classification,duration_seconds,duration_seconds,comment_count,video_title,video_description,detected_language,is_live_broadcast,is_archived_live,live_actual_start_time,live_actual_end_time
k7smbM1y55Y,"['Iron', 'Selenite', 'https://reikifromlourdes.com/donations']",3,Reiki,"Pseudocientífico
",701,701,466,Reiki to Release Negative Thought Patterns 💮,"Reiki to Release Negative Thought Patterns may help release thought patterns that are harming you energetically and in the physical sense too. * Use Reiki to Release Negative Thought Patterns with Reiki to Release What No Longer Serves You which can also help release more,  https://www.youtube.com/watch?v=t7M6cch_Fh0
 🙌 While most videos have no sound, we recommend muting your device to avoid any interruptions from notifications or calls. These videos carry powerful energy. If you're new to them, start with just a few minutes at a time to allow your system to adjust. If the energy still feels too strong, try another video on the channel—your energy may resonate better with a different frequency. After the session, drink water, eat some protein, and/or rub your feet to help ground yourself.

✨I have a 2nd channel, Transformational Vibrations - https://www.youtube.com/@transformationalvibrations and a new one called Metaphysical Life, https://www.youtube.com/channel/UCEUdMFJyNIIFbcl8O_mbP5A

📗 The Frequently Asked Questions Playlist can be found at this link, https://www.youtube.com/watch?v=dbPgQkflBBc&list=PLRASn9jWEC1cXWx6ALHPdcF6injIygnOc

😀 Subscribe to my channel to receive updates as to when I post new videos (usually on Thursdays).

🌹 Would you like to help keep this channel running? Donations can be made at this link: https://reikifromlourdes.com/donations 

🌟Personalized Reiki Infused Photos are a great way to have Reiki with you all the time, especially if you can't or don't have access to internet. You can purchase them at, https://reikifromlourdes.com/store/ols/products/reiki-infused-photos

🆓  Subscribe to my newsletter to receive offers about participating in Free Reiki sessions. Go the the bottom of my homepage, ReikifromLourdes.com

📓 To learn more about classes, sessions, and readings offered please go to: www.ReikifromLourdes.com 

💛 The items listed below are the favorite ones I use in my her energy practice. You can find a full list at https://reikifromlourdes.com/recommendations *Rest, Relaxation, and Reiki is a participant in the Amazon Services Affiliate Program, where Lourdes may earn small fees by linking to amazon.com.  

🍀Abraham Hicks, All books for Manifesting (https://amzn.to/3glSlu2)
🌟Leveraging the Universe, Mike Dooley, great tips for manifesting (https://amzn.to/3sDi1af)
🎵 Tuning Forks, Ohm Therapeutics (best ones I have found), https://amzn.to/3tpzrHz 
📕 The Future is Yours, Raymon Grace (Pendulum book), https://amzn.to/36Nu9vF 
⚖ Pendulum for Energy Work (this is the type I use), https://amzn.to/36NuAGj 
🏥 The Energy Medicine Kit - Donna Eden, Includes a CD, DVD, Instructional Cards, Crystal Pendulum, and a Pamphlet, https://amzn.to/3\cHNq5p 
🎼 Sound Healing - Vibrational Healing with Ohm Tuning Forks (this book has a cd, not the tuning forks) - Marjorie do Muynck, https://amzn.to/2YLf1dS 
💎 Selenite Rods by the Pound - Dancing Bear https://amzn.to/36LpJWl 
💎 Feng Shui Crystal Balls - Asfour, https://amzn.to/372SRbN 
⚖ The Pendulum Kit - Sig Lonegren, https://amzn.to/3rjVugO
🙂 Lodge Cast Iron Pot, 1 pint - https://amzn.to/2NQ4ZFZ
🔬 Unpluggable Digital Microscope - https://amzn.to/3wWskdD
🌞 Grid Sticker - https://amzn.to/3gexIAs
🔔 Hanging Bells for Energy Clearing - https://amzn.to/2QAPZgx

📱 Social Media where I have more posts.  
Facebook – https://www.facebook.com/ReikiFromLourdes
https://www.instagram.com/reikifromlourdes.official/
Linkedin – https://www.linkedin.com/in/lourdeslebron/
Pinterest - https://www.pinterest.com/lourdesrrr

🌺 Thank you for watching this video. #restrelaxationreiki #reikifromlourdes   

*DISCLAIMER: Reiki is a complementary energy modality and should not be used as a replacement for medical needs. Always seek the advice of a medical profession for issues and challenges. Reiki videos should not be played while using machinery or driving. No results with Reiki or any other energy work are guaranteed. How energy works depends on you, your energy, and your soul's purpose so somethings may get resolved and others may not.",en,False,False,,
yc_7ZZDaVYA,"['POV', 'asmr aura', 'asmr reiki aura']",3,Reiki,"Pseudocientífico
",1491,1491,163,"ASMR Reiki | Aligning Your Frequencies with Plucking, Gemstones & Smoke","I hope you enjoy your reiki session today. We need to clear out some of the cold energy and increase the heat in your lower body. I use gemstones, wands, dried herbs, essential oils and a candle to relax and destress you in today's POV session. Subscribe for more!

This real person ASMR channel hosts videos featuring models, actors and viewers like you! Looking for our Jeremy videos? Here's our other ASMR channel: https://www.youtube.com/chilibasmr

And to apply to be on the channel fill out this link: https://forms.gle/CoXjJcfouv68eb7z6

*Disclaimer* This channel is roleplay only. I do not have professional experience in any roleplays performed on the channel. I am not a medical professional and cannot provide advice on medical issues. 

#asmr #chilibasmr #reiki",en,False,False,,
d1xH_78htPg,['anxiety'],1,Reiki,"Pseudocientífico
",3921,3921,552,🔮Removing Other People's Energy 🧿 ASMR Reiki Deep Energy Cleanse,"00:00 Session with music
32:38 Session without music

✨ Join the Patreon community ✨
https://www.patreon.com/Tipofthemoon

- Reiki 1, 2 & Master Level Classes with Certification
- New Moon Workshops every New Moon
- Exclusive Hour Long Videos
- Community Chat Access
- Guided Meditations
- Vote on topics covered
Limited 7 Day Trial Available! 
https://www.patreon.com/Tipofthemoon

✨ Support My Work ✨
Tipjar: https://ko-fi.com/tipofthemoon

✨Book a Private Session ✨
I work with clients all over the world in private one-on-one sessions. Click the link below to book your session
https://tipofthemoon.store/reiki

✨ Gratitude ✨
I want to thank all my private clients, patrons, supporters, and customers. You have allowed me to put these healing videos out to the public!!! Thank you for everything! You are all such beautiful people and I am blessed to have you with me on this journey! I can’t thank you enough.

✨Social Media Links ✨
TikTok: https://www.tiktok.com/@tipofthemoon
Instagram: https://www.instagram.com/tipofthemoon
Website: https://tipofthemoon.store/

✨ Contact Info ✨
Bre Comiskey
PO Box 1112
Morrisville, VT 05661
bre@tipofthemoon.store

---

Music by Chris Collins, [https://indiemusicbox.com](https://indiemusicbox.com/)
You can find more of his music on the phone app: Insight Timer",en,False,False,,
aht2cAVT-Lk,['damages'],1,Reiki,"Pseudocientífico
",14562,14562,581,Reiki ASMR 4 Hour Compilation 8 Sessions of Soothing Sleep & Relaxation No Ads Mid-Roll CC/Sub,"► Neil's Reiki Website https://www.neilcoopers.com 

► FREE Reiki 1 & 2 + Violet Flame YouTube Video Courses + Attunements Certification Manuals Playlist ►► https://www.youtube.com/watch?v=fzBubEovDXI&list=PLAba0fUtTs56ksDB9VfaJscTnzBmODijW  

Social Media 
► Instagram @neil_cooper_reiki https://www.instagram.com/neil_cooper_reiki/@neil_cooper_reiki   

► Facebook Reiki https://www.facebook.com/neilcooper.reiki

Neil's Teachings Magazine & YouTube Channel 
► Website: https://www.mark-neil.com/ 
► YouTube: https://www.youtube.com/@neilcoops 

My Online Magazine
► Spirit Earth Online Magazine https://www.spiritearthmag.mark-neil.com

Disclaimer & Hold Harmless
The videos and healing courses are created for relaxation and entertainment. By engaging with them, you agree to hold Neil Cooper harmless. This means you won't hold him liable for any harm, loss, or damage you or others might experience from watching or sharing content from his YouTube channel. If you take his Reiki or Violet Flame courses, you do so at your own liability and risk, and you're subject to the previously mentioned Terms & Conditions https://neil.mark-neil.com/terms-conditions/

Important Medical Disclaimer
It's crucial to understand that none of the treatments or information provided on Neil Cooper's website, training lessons, or manuals are a substitute for professional medical diagnosis, treatment, or care from your GP. He doesn't diagnose conditions, prescribe medication, or interfere with a GP's treatment.

If you are currently on medication, do not stop taking it without your GP's advice. For any concerns about your medical condition, always speak with your GP first. Neil Cooper does not accept responsibility if you self-treat using information from his website or training manuals, nor does he take responsibility for any loss or damages resulting from the use or misuse of any information in his Reiki course, including audio, videos, recommendations, and manuals.",en,False,False,,
zV62tK-3F3w,"['Iron', 'Selenite', 'https://reikifromlourdes.com/donations']",3,Reiki,"Pseudocientífico
",591,591,342,Reiki for Clearing the Chakras 💮,"Reiki for Clearing the Chakras' goal is to assist with removing unwanted frequencies/blokckages from the chakras.  Use ""Reiki for Clearing the Chakras"" along with ""Reiki to Clear the Meridians"", https://www.youtube.com/watch?v=Z-Zuyhf6Uak&list=PLRASn9jWEC1dmlrjcxVUgeHkhWkjn9AhV&index=3  🙌 While most videos have no sound, we recommend muting your device to avoid any interruptions from notifications or calls. These videos carry powerful energy. If you're new to them, start with just a few minutes at a time to allow your system to adjust. If the energy still feels too strong, try another video on the channel—your energy may resonate better with a different frequency. After the session, drink water, eat some protein, and/or rub your feet to help ground yourself.

✨I have a 2nd channel, Transformational Vibrations - https://www.youtube.com/@transformationalvibrations and a new one called Metaphysical Life, https://www.youtube.com/channel/UCEUdMFJyNIIFbcl8O_mbP5A

📗 The Frequently Asked Questions Playlist can be found at this link, https://www.youtube.com/watch?v=dbPgQkflBBc&list=PLRASn9jWEC1cXWx6ALHPdcF6injIygnOc

😀 Subscribe to my channel to receive updates as to when I post new videos (usually on Thursdays).

🌹 Would you like to help keep this channel running? Donations can be made at this link: https://reikifromlourdes.com/donations 

🌟Personalized Reiki Infused Photos are a great way to have Reiki with you all the time, especially if you can't or don't have access to internet. You can purchase them at, https://reikifromlourdes.com/store/ols/products/reiki-infused-photos

🆓  Subscribe to my newsletter to receive offers about participating in Free Reiki sessions. Go the the bottom of my homepage, ReikifromLourdes.com

📓 To learn more about classes, sessions, and readings offered please go to: www.ReikifromLourdes.com 

💛 The items listed below are the favorite ones I use in my energy practice. You can find a full list at https://reikifromlourdes.com/recommendations *Rest, Relaxation, and Reiki is a participant in the Amazon Services Affiliate Program, where I may earn a small fee by linking to amazon.com.  

🍀Abraham Hicks, All books for Manifesting (https://amzn.to/3glSlu2)
🌟Leveraging the Universe, Mike Dooley, great tips for manifesting (https://amzn.to/3sDi1af)
🎵 Tuning Forks, Ohm Therapeutics (best ones I have found), https://amzn.to/3tpzrHz 
📕 The Future is Yours, Raymon Grace (Pendulum book), https://amzn.to/36Nu9vF 
⚖ Pendulum for Energy Work (this is the type I use), https://amzn.to/36NuAGj 
🏥 The Energy Medicine Kit - Donna Eden, Includes a CD, DVD, Instructional Cards, Crystal Pendulum, and a Pamphlet, https://amzn.to/3\cHNq5p 
🎼 Sound Healing - Vibrational Healing with Ohm Tuning Forks (this book has a cd, not the tuning forks) - Marjorie do Muynck, https://amzn.to/2YLf1dS 
💎 Selenite Rods by the Pound - Dancing Bear https://amzn.to/36LpJWl 
💎 Feng Shui Crystal Balls - Asfour, https://amzn.to/372SRbN 
⚖ The Pendulum Kit - Sig Lonegren, https://amzn.to/3rjVugO
🙂 Lodge Cast Iron Pot, 1 pint - https://amzn.to/2NQ4ZFZ
🔬 Unpluggable Digital Microscope - https://amzn.to/3wWskdD
🌞 Grid Sticker - https://amzn.to/3gexIAs
🔔 Hanging Bells for Energy Clearing - https://amzn.to/2QAPZgx

📱 Social Media where I have more posts.  
Facebook – https://www.facebook.com/ReikiFromLourdes
https://www.instagram.com/reikifromlourdes.official/
Linkedin – https://www.linkedin.com/in/lourdeslebron/
Pinterest - https://www.pinterest.com/lourdesrrr

🌺 Thank you for watching this video. #restrelaxationreiki #reikifromlourdes   

*DISCLAIMER: Reiki is a complementary energy modality and should not be used as a replacement for medical needs. Always seek the advice of a medical profession for issues and challenges. Reiki videos should not be played while using machinery or driving. No results with Reiki or any other energy work are guaranteed. How energy works depends on you, your energy, and your soul's purpose so somethings may get resolved and others may not.",en,False,False,,
zbMoev7eDZc,[],0,Reiki,"Pseudocientífico
",1893,1893,130,[ASMR] 31-Minute Applied Kinesiology & Reiki Session Roleplay,"Subtitles available! Tia is back for a bit of holistic healing ASMR roleplay. Subscribe for more!

This real person ASMR channel hosts videos featuring models, actors and viewers like you! Looking for our Jeremy videos? Here's our other ASMR channel: https://www.youtube.com/chilibasmr

And to apply to be on the channel fill out this link: https://forms.gle/CoXjJcfouv68eb7z6

*Disclaimer* This channel is roleplay only. I do not have professional experience in any roleplays performed on the channel. I am not a medical professional and cannot provide advice on medical issues. 

#asmr #chilibasmr #relaxing",en,False,False,,
4Xo1qy2BbA0,['low aura'],1,Reiki,"Pseudocientífico
",11247,11247,354,Get rid of your bad friends negative energies on you before you fall asleep - ASMR Reiki,"Do you want to get rid of the negative energies of your evil and jealous friends with this special ASMR reiki session? Layered sounds, crystal healing, spiritual cleansing and the experience of falling asleep in your bed. With all these special triggers, a happy and peaceful sleep will find you!

Have you ever had a friend who you believed had a low aura? Have you experienced how difficult it is to spend time with such people and then your mind feels tired? Then you know very well what I mean. A word, a look, a behavior or even being in the same environment can make you feel bad and cause your whole day to be negative. So, I want to raise your awareness to get rid of the negative influence of this kind of friend.

All you have to do is focus on the good things and while you follow the techniques I will give, imagine yourself healing, your aura being filled with positive energies and falling asleep happily.

Disclaimer: This video contains ASMR (Autonomous Sensory Meridian Response) content, which is designed to induce a relaxing or tingling sensation in some viewers. 

I am not a Reiki master or healer and I am not a healthcare professional. So, this video cannot replace any medication or professional treatment.

Timestamps:

00:00 Preview
00:55 Negative energy cutting
02:14 Healing water for your aura
03:23 Spiritual cleansing with branches
04:53 Negative energy cutting
08:59 Aura scanning with delta waves
11:03 Energy cutting with healing water
14:26 Negative energy plucking
17:30 Energy cleansing with special effects
18:56 Negative energy cleansing
22:20 Body massage
24:06 Brushing your hair
25:24 Negative energy cutting
29:07 Spiritual cleansing
32:29 Healing water therapy
34:18 Crystal healing therapy
39:23 Reiki stone therapy
41:23 Deep reiki healing therapy
02:31:18 Deep sleep therapy",en,False,False,,
_KfGLaYs2O8,[],0,Reiki,"Pseudocientífico
",1806,1806,131,ASMR Reiki Massage | Grounding & Energetic Boundaries w/@semideasmr,"Semide is back! We filmed a video for her channel as well. Check it out here: https://www.youtube.com/watch?v=9qOzVK9syy8 

☯︎ work with me: https://ediyasmr.com 
☺︎ support my work:  https://www.patreon.com/ediyasmr

💌 contact me:
instagram: https://www.instagram.com/ediyasmr
tiktok: https://www.tiktok.com/@ediyasmr
email: hello@ediyasmr.com (for business inquiries only)

💌 faq:
what are you wearing? probably Indigo Luna. get 10% off by using the link https://indigoluna.store/?ref=hyujccli 
what deck are you using?
ethereal alchemy tarot & divine initiation oracle: https://valchemyart.com/?ref=scsbvtns
four noble tarot: use EDIYA20 for 20% off: https://francesnaude.com/shop/p/four-noble-tarot-cards-guidebook

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,True,True,2023-01-13T22:19:46Z,2023-01-13T22:53:17Z
KWZ8a7Sh_YI,"['meditación', 'Meditación']",2,Reiki,"Pseudocientífico
",,,,,,,False,False,,
CRU-rEZ9cEo,['meditación'],1,Reiki,"Pseudocientífico
",,,,,,,False,False,,
jHTReGLDo-c,[],0,Reiki,"Pseudocientífico
",1639,1639,160,[ASMR] Gemstone Reiki & Hand Reflexology for Sleep (unintentional style roleplay),"Subtitles available! In today's video I give Jessica, aka @jesssvaladez a palm reading and energetic gemstone clearing session. This video also (somewhat subconsciously) was inspired by Victoria Alvarado if you want to check out her channel: @psychicmediumvictoriaalvarado Subscribe for more!

0:00 - intro card 
0:05 - palm reading 
2:46 - gemstone reiki

This real person ASMR channel hosts videos featuring models, actors and viewers like you! Looking for our Jeremy videos? Here's our other ASMR channel: https://www.youtube.com/chilibasmr

And to apply to be on the channel fill out this link: https://forms.gle/CoXjJcfouv68eb7z6

*Disclaimer* This channel is roleplay only. I do not have professional experience in any roleplays performed on the channel. I am not a medical professional and cannot provide advice on medical issues. 

#asmr #chilibasmr #relaxing",en,False,False,,
LLUCAUY5MyI,['anxiety'],1,Reiki,"Pseudocientífico
",2117,2117,164,"ASMR Reiki | Drawing Reiki Symbols (Hand Movements, Rain Sounds, Soft Spoken)","Work with me: https://ediyasmr.com
→ Learn shadow work, release repressed energy and deepen self-awareness

Join my Patreon community: https://patreon.com/ediyasmr 

If you want to support me 
https://www.paypal.com/cgi-bin/webscr...

Instagram: https://www.instagram.com/ediyasmr/
Facebook: https://www.facebook.com/the.intuitiv...
Insight Timer: https://insighttimer.com/ediya.daulet
TikTok: https://www.tiktok.com/@ediya.daulet?...
Email: hello@ediyasmr.com

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
2TZHudDVu8Y,[],0,Reiki,"Pseudocientífico
",777,777,4241,Sesión de Reiki a distancia para quienes están en proceso de sanación,"❓¿Quieres APRENDER Reiki y/o Registros Akashicos conmigo?
💚Certifícate con Susana García
👉PULSA AQUÍ: https://cursosreikienmadrid.com/tienda/

💜   Instagram: @yosoysusanagarcia

💻  web: www.cursosreikienmadrid.com

Mail: info@cursosreikienmadrid.com",es,False,False,,
nHMuZkjD9pY,['meditación'],1,Reiki,"Pseudocientífico
",,,,,,,False,False,,
3Vv3afv_OM8,[],0,Reiki,"Pseudocientífico
",1570,1570,159,ASMR Reiki | Plucking away energy that no longer serves you (w/ rainsounds),"Get Surfshark VPN at https://surfshark.deals/EDIYA - enter promo code EDIYA for 83% off and 3 extra months for free!

0:00 Sponsored Message
1:32 Intro + Conscious Breathing
4:50 Locating dense “negative” energy
7:54 Drawing reiki symbols
9:00 Plucking and releasing
18:31 Receiving reiki energy

Work with me: https://ediyasmr.com
→ Learn shadow work, release repressed energy and deepen self-awareness

Join my Patreon community: https://patreon.com/ediyasmr 

If you want to support me 
https://www.paypal.com/cgi-bin/webscr...

Instagram: https://www.instagram.com/ediyasmr/
Facebook: https://www.facebook.com/the.intuitiv...
Insight Timer: https://insighttimer.com/ediya.daulet
TikTok: https://www.tiktok.com/@ediya.daulet?...
Email: hello@ediyasmr.com

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
_XWgrg__KEw,[],0,Reiki,"Pseudocientífico
",1072,1072,164,"asmr reiki | plucking, pulling and pushing your thoughts away (inaudible whisper)","☯︎ work with me: https://ediyasmr.com 
☺︎ support my work:  https://www.patreon.com/ediyasmr

💌 contact me:
instagram: https://www.instagram.com/ediyasmr
tiktok: https://www.tiktok.com/@ediyasmr
email: hello@ediyasmr.com (for business inquiries only)

💌 faq:
what are you wearing? probably Indigo Luna. get 10% off by using the link https://indigoluna.store/?ref=hyujccli 
what deck are you using?
ethereal alchemy tarot & divine initiation oracle: https://valchemyart.com/?ref=scsbvtns
four noble tarot: use EDIYA20 for 20% off: https://francesnaude.com/shop/p/four-noble-tarot-cards-guidebook


DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
